"","y0","site","subpop","id","area","areaNext","ht","htNext","logA","logAp","flower_p","flower","surv"
"175",2014,"Den Hill Preserve","B",194,150,50,NA,NA,2.17609125905568,1.69897000433602,0,"FF",1
"176",2014,"Den Hill Preserve","B",195,90,180,NA,NA,1.95424250943932,2.25527250510331,0,"FF",1
"177",2014,"Den Hill Preserve","B",196,30,50,NA,NA,1.47712125471966,1.69897000433602,0,"FF",1
"178",2014,"Den Hill Preserve","B",197,170,130,NA,NA,2.23044892137827,2.11394335230684,0,"FF",1
"179",2014,"Den Hill Preserve","B",198,70,60,NA,NA,1.84509804001426,1.77815125038364,0,"FF",1
"180",2014,"Den Hill Preserve","B",199,90,100,NA,NA,1.95424250943932,2,0,"FF",1
"181",2014,"Den Hill Preserve","B",200,290,170,NA,NA,2.46239799789896,2.23044892137827,0,"FF",1
"182",2014,"Den Hill Preserve","B",524,95,45,NA,NA,1.97772360528885,1.65321251377534,0,"FF",1
"183",2014,"Den Hill Preserve","B",525,110,NA,NA,NA,2.04139268515822,NA,0,"FF",0
"184",2014,"Den Hill Preserve","B",526,225,120,NA,NA,2.35218251811136,2.07918124604762,0,"FF",1
"185",2014,"Den Hill Preserve","B",527,90,120,NA,NA,1.95424250943932,2.07918124604762,0,"FF",1
"186",2014,"Den Hill Preserve","B",528,125,NA,NA,NA,2.09691001300806,NA,0,"FF",0
"187",2014,"Den Hill Preserve","B",529,90,70,NA,NA,1.95424250943932,1.84509804001426,0,"FF",1
"188",2014,"Den Hill Preserve","B",530,160,195,NA,NA,2.20411998265592,2.29003461136252,0,"FF",1
"189",2014,"Den Hill Preserve","B",531,80,NA,NA,NA,1.90308998699194,NA,0,"FF",0
"190",2014,"Den Hill Preserve","B",532,50,50,NA,NA,1.69897000433602,1.69897000433602,0,"FF",1
"191",2014,"Den Hill Preserve","B",533,45,45,NA,NA,1.65321251377534,1.65321251377534,0,"FF",1
"192",2014,"Den Hill Preserve","B",534,120,130,NA,NA,2.07918124604762,2.11394335230684,0,"FF",1
"193",2014,"Den Hill Preserve","B",774,50,70,NA,NA,1.69897000433602,1.84509804001426,0,"FF",1
"194",2014,"Den Hill Preserve","B",775,210,130,NA,NA,2.32221929473392,2.11394335230684,0,"FF",1
"195",2014,"Den Hill Preserve","B",776,95,75,NA,NA,1.97772360528885,1.8750612633917,0,"FF",1
"196",2014,"Den Hill Preserve","B",777,155,250,NA,NA,2.19033169817029,2.39794000867204,0,"FF",1
"197",2014,"Den Hill Preserve","B",778,65,60,NA,NA,1.81291335664286,1.77815125038364,0,"FF",1
"198",2014,"Den Hill Preserve","B",779,90,65,NA,NA,1.95424250943932,1.81291335664286,0,"FF",1
"199",2014,"Den Hill Preserve","B",780,70,30,NA,NA,1.84509804001426,1.47712125471966,0,"FF",1
"200",2014,"Den Hill Preserve","B",781,210,155,NA,71,2.32221929473392,2.19033169817029,1,"FF",1
"201",2014,"Den Hill Preserve","B",782,25,15,NA,NA,1.39794000867204,1.17609125905568,0,"FF",1
"202",2014,"Den Hill Preserve","B",783,45,25,NA,NA,1.65321251377534,1.39794000867204,0,"FF",1
"203",2014,"Den Hill Preserve","B",784,40,35,NA,NA,1.60205999132796,1.54406804435028,0,"FF",1
"204",2014,"Den Hill Preserve","B",785,75,45,NA,NA,1.8750612633917,1.65321251377534,0,"FF",1
"205",2014,"Den Hill Preserve","B",786,45,65,NA,NA,1.65321251377534,1.81291335664286,0,"FF",1
"206",2014,"Den Hill Preserve","B",787,110,125,NA,NA,2.04139268515822,2.09691001300806,0,"FF",1
"207",2014,"Den Hill Preserve","B",788,95,70,NA,NA,1.97772360528885,1.84509804001426,0,"FF",1
"208",2014,"Den Hill Preserve","B",789,85,45,NA,NA,1.92941892571429,1.65321251377534,0,"FF",1
"209",2014,"Den Hill Preserve","B",790,55,60,NA,NA,1.74036268949424,1.77815125038364,0,"FF",1
"210",2014,"Den Hill Preserve","B",791,50,100,NA,NA,1.69897000433602,2,0,"FF",1
"211",2014,"Den Hill Preserve","B",792,120,120,NA,NA,2.07918124604762,2.07918124604762,0,"FF",1
"212",2014,"Den Hill Preserve","B",793,140,60,NA,60,2.14612803567824,1.77815125038364,1,"FF",1
"213",2014,"Den Hill Preserve","B",794,230,175,NA,90,2.36172783601759,2.24303804868629,1,"FF",1
"214",2014,"Den Hill Preserve","B",795,105,200,NA,NA,2.02118929906994,2.30102999566398,0,"FF",1
"215",2014,"Den Hill Preserve","B",796,95,60,59,NA,1.97772360528885,1.77815125038364,0,"FL",1
"216",2014,"Den Hill Preserve","B",797,140,310,NA,NA,2.14612803567824,2.49136169383427,0,"FF",1
"217",2014,"Den Hill Preserve","B",798,310,180,NA,NA,2.49136169383427,2.25527250510331,0,"FF",1
"218",2014,"Den Hill Preserve","B",851,75,30,NA,NA,1.8750612633917,1.47712125471966,0,"FF",1
"219",2014,"Den Hill Preserve","B",852,45,70,NA,NA,1.65321251377534,1.84509804001426,0,"FF",1
"220",2014,"Den Hill Preserve","B",853,125,480,NA,NA,2.09691001300806,2.68124123737559,0,"FF",1
"221",2014,"Den Hill Preserve","B",854,35,130,NA,NA,1.54406804435028,2.11394335230684,0,"FF",1
"222",2014,"Den Hill Preserve","B",855,95,70,NA,NA,1.97772360528885,1.84509804001426,0,"FF",1
"223",2014,"Den Hill Preserve","B",856,55,120,NA,NA,1.74036268949424,2.07918124604762,0,"FF",1
"224",2014,"Den Hill Preserve","B",857,75,50,NA,NA,1.8750612633917,1.69897000433602,0,"FF",1
"225",2014,"Den Hill Preserve","B",858,85,NA,NA,NA,1.92941892571429,NA,0,"FF",0
"226",2014,"Den Hill Preserve","B",859,95,50,NA,NA,1.97772360528885,1.69897000433602,0,"FF",1
"227",2014,"Den Hill Preserve","B",860,115,170,NA,NA,2.06069784035361,2.23044892137827,0,"FF",1
"228",2014,"Den Hill Preserve","B",861,75,60,NA,NA,1.8750612633917,1.77815125038364,0,"FF",1
